,age,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,y,admin.,blue-collar,entrepreneur,housemaid,management,retired,self-employed,services,student,technician,unemployed,divorced,married,single,failure,other,success
24239,51,1,0,863,0,0,0,19,11,169,1,189,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
24240,38,2,0,0,1,0,0,19,11,202,1,194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24241,52,2,0,7225,0,0,0,19,11,205,2,113,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24242,54,3,0,1323,0,0,0,19,11,83,1,152,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
24243,41,2,0,1011,1,0,0,19,11,113,1,174,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
24244,49,2,1,-74,1,0,0,19,11,114,1,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
24245,47,2,0,4480,0,0,1,19,11,60,2,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24246,53,1,0,1925,0,0,0,19,11,161,1,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24247,44,3,0,0,1,1,0,19,11,128,1,194,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
24248,39,1,0,238,1,1,0,19,11,134,1,194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24249,43,2,0,1577,1,0,0,19,11,87,1,194,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
24250,56,1,0,107,1,0,0,19,11,149,1,194,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
24251,45,3,0,997,0,1,0,19,11,152,1,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
24252,40,3,0,315,0,0,0,19,11,321,1,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24253,53,2,0,2818,1,0,0,19,11,131,1,126,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
24254,30,2,0,401,0,0,0,19,11,50,1,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24255,50,2,0,203,1,0,1,19,11,265,1,127,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
24256,48,2,0,-202,1,1,0,19,11,565,1,112,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24257,39,2,0,447,0,0,0,19,11,968,1,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
24258,45,3,0,0,0,0,0,19,11,416,2,194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24259,33,2,0,2,1,1,0,19,11,17,5,198,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24260,36,2,0,0,0,0,0,19,11,537,3,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
24261,44,3,0,2279,0,1,0,19,11,105,1,146,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
24262,32,2,0,7558,1,0,0,19,11,581,2,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
24263,47,2,0,1939,1,0,0,19,11,150,1,174,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24264,47,2,0,538,0,1,0,19,11,131,1,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24265,35,3,0,2583,0,0,0,19,11,210,1,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24266,57,1,0,0,0,0,0,19,11,97,1,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24267,45,2,0,1066,1,1,0,19,11,124,2,194,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
24268,55,1,0,938,0,1,0,19,11,742,1,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
24269,39,2,0,763,0,0,0,19,11,360,1,153,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
24270,58,3,0,388,0,0,0,19,11,96,1,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
24271,32,3,0,432,1,0,0,19,11,164,2,195,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
24272,43,1,0,25,1,0,0,19,11,70,1,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24273,32,3,0,0,0,0,0,19,11,57,1,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
24274,54,3,0,440,0,0,0,19,11,89,1,194,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
24275,31,3,0,2004,0,0,0,19,11,117,1,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24276,33,2,0,8004,0,0,0,19,11,414,3,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
24277,36,3,0,774,0,0,0,19,11,193,2,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
24278,31,3,0,883,1,0,0,19,11,168,1,194,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
24279,36,2,0,2323,0,0,0,19,11,111,1,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24280,36,2,0,6077,0,0,0,19,11,227,1,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24281,42,2,0,300,1,0,0,19,11,76,1,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
24282,41,3,0,3700,0,0,0,19,11,136,1,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
24283,31,2,0,793,0,0,0,19,11,755,1,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
24284,46,2,0,1322,1,1,0,19,11,514,1,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
24285,45,2,0,2926,1,1,0,19,11,482,3,120,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24286,37,3,0,1353,1,0,0,19,11,101,1,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24287,42,3,0,783,1,0,0,19,11,77,2,128,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24288,30,2,0,101,1,0,0,19,11,85,2,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
24289,30,1,0,1101,1,1,0,19,11,779,2,175,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24290,59,2,0,2291,0,1,0,19,11,190,1,128,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
24291,51,2,0,8863,0,0,0,19,11,435,2,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
24292,45,3,0,4395,0,0,0,19,11,299,3,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24293,41,2,0,3851,0,0,0,19,11,130,1,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24294,52,3,0,3975,0,0,0,19,11,116,5,194,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24295,37,2,0,1784,1,0,0,19,11,19,5,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
24296,44,2,0,0,1,0,1,19,11,319,1,194,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
24297,35,2,0,1160,0,1,1,19,11,62,1,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24298,56,2,0,33,0,1,0,19,11,111,1,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24299,30,2,0,538,1,0,0,19,11,148,1,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
24300,46,1,0,8873,1,0,0,19,11,172,1,118,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24301,42,2,0,196,1,1,0,19,11,186,1,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24302,55,3,0,563,1,0,0,19,11,164,1,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24303,51,3,0,10995,1,0,0,19,11,220,2,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24304,45,2,0,3080,0,0,0,19,11,296,1,194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
24305,40,2,0,657,1,0,0,19,11,178,1,112,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
24306,35,3,0,816,1,0,0,19,11,547,7,194,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
24307,32,2,0,8619,1,0,0,19,11,267,2,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24308,46,2,0,3317,0,0,0,19,11,231,2,194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24309,46,2,0,2017,1,0,0,19,11,161,1,194,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
24310,37,1,0,253,1,0,0,19,11,59,2,153,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24311,33,3,0,6138,1,0,0,19,11,384,1,183,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24312,32,3,0,2044,1,0,0,19,11,477,1,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24313,55,2,0,3948,0,0,0,19,11,149,1,170,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
24314,50,1,0,8583,1,0,0,19,11,59,1,194,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24315,45,3,0,1009,0,0,0,19,11,125,2,194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
24316,46,2,0,3354,1,0,0,19,11,522,1,174,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
24317,45,2,0,830,0,0,0,19,11,180,1,111,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
24318,38,2,0,5338,0,0,1,19,11,201,1,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24319,38,2,0,0,1,0,0,19,11,230,1,194,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24320,34,3,0,4028,0,0,0,19,11,98,1,194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24321,30,2,0,1566,0,0,0,19,11,73,1,194,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
24322,31,2,0,593,1,0,0,19,11,391,2,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
24323,44,3,1,12,1,0,0,19,11,126,2,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
24324,35,2,0,866,1,0,0,19,11,147,1,194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24325,34,3,0,5498,0,0,0,19,11,265,1,194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
24326,33,2,0,4,1,0,0,19,11,136,2,180,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
24327,53,3,0,7249,1,1,0,19,11,350,1,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24328,47,2,0,351,1,1,0,19,11,174,1,174,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
24329,41,2,0,115,1,1,0,19,11,299,2,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
24330,39,2,0,94,1,1,0,19,11,181,1,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24331,32,3,0,444,0,0,0,19,11,101,1,194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
24332,31,2,0,-489,1,1,0,19,11,392,3,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
24333,37,2,0,523,1,0,1,19,11,21,1,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
24334,49,2,0,1697,1,0,0,19,11,236,1,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24335,35,3,0,16,0,0,0,19,11,185,1,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24336,30,3,0,2592,0,0,0,19,11,50,1,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
24337,35,2,0,86,0,0,0,19,11,127,1,111,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24338,40,2,0,4853,0,0,0,19,11,259,1,111,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24339,38,2,0,0,1,1,0,19,11,418,2,194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24340,38,2,0,884,1,1,0,19,11,295,1,111,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
24341,35,3,0,244,1,0,0,19,11,138,1,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24342,55,3,0,540,0,0,0,19,11,124,2,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24343,42,2,0,2628,1,0,0,19,11,146,1,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
24344,39,3,0,622,0,0,0,19,11,145,1,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24345,31,2,0,2420,1,0,0,19,11,166,1,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
24346,51,2,0,5610,1,0,0,19,11,69,2,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
24347,51,3,0,3,0,0,0,19,11,276,2,194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24348,36,1,0,3953,1,0,0,19,11,277,1,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24349,59,1,0,741,0,0,0,19,11,194,2,152,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
24350,58,2,0,3498,0,0,0,19,11,175,1,194,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
24351,30,3,0,5204,1,0,0,19,11,117,1,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24352,48,2,0,57,0,0,0,19,11,134,1,194,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
24353,34,2,0,4943,1,1,0,19,11,117,2,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
24354,57,2,0,6164,0,0,0,19,11,161,2,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
24355,47,2,0,310,0,0,0,19,11,353,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24356,34,3,0,4958,1,0,0,19,11,175,1,183,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
24357,39,3,0,5848,1,0,0,19,11,55,1,194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24358,53,1,0,6839,1,0,0,19,11,77,1,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
24359,30,2,0,2074,0,0,0,19,11,98,1,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24360,50,2,0,2,0,0,0,19,11,208,1,194,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
24361,44,1,0,612,1,1,0,19,11,131,1,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24362,30,2,0,2278,0,1,1,19,11,47,1,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
24363,53,2,0,2052,1,0,0,19,11,286,1,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
24364,50,3,0,4012,0,0,0,19,11,690,3,194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
24365,46,3,0,1410,1,0,0,19,11,93,1,189,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24366,33,3,0,1998,0,0,0,19,11,570,1,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
24367,59,3,0,1881,0,0,0,19,11,456,2,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24368,32,3,0,1249,1,0,0,19,11,472,1,194,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
24369,32,3,0,6449,0,0,1,19,11,385,1,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24370,44,1,0,7800,1,0,0,19,11,250,1,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
24371,57,3,0,1172,0,0,0,19,11,164,3,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24372,31,2,0,203,0,1,0,19,11,177,1,194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
24373,47,2,0,2524,1,0,0,19,11,50,1,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24374,33,1,0,2293,1,0,0,19,11,457,2,194,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
24375,38,1,0,190,1,0,1,19,11,623,1,175,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
24376,48,2,0,0,0,0,0,19,11,20,4,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24377,52,2,0,1291,1,0,0,19,11,559,1,169,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
24378,41,3,1,0,1,0,0,19,11,21,10,194,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24379,41,3,0,-608,1,0,0,19,11,12,6,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24380,34,2,0,131,0,0,0,19,11,94,1,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24381,30,2,0,946,1,0,0,19,11,1065,1,183,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
24382,29,2,0,659,0,0,1,19,11,401,1,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24383,47,3,0,0,1,0,0,19,11,50,2,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
24384,57,2,0,5935,1,1,0,19,11,90,2,198,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24385,33,2,1,-108,1,1,0,19,11,286,3,194,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
24386,37,2,0,332,1,0,0,19,11,342,2,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
24387,54,3,0,1180,0,0,0,19,11,394,2,194,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
24388,41,2,0,1449,1,0,0,19,11,63,1,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24389,34,2,0,5057,1,0,0,19,11,73,1,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24390,32,3,0,550,0,0,0,19,11,337,1,194,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
24391,35,2,0,3187,1,0,0,19,11,171,2,183,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24392,32,1,0,-56,0,1,0,19,11,418,1,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
24393,43,1,0,4844,1,0,0,19,11,434,1,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
24394,46,2,0,0,0,0,0,19,11,54,1,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
24395,37,3,0,3943,0,0,0,19,11,37,1,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
24396,59,1,0,2769,1,0,0,19,11,104,1,131,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24397,33,1,0,3512,1,0,0,19,11,251,1,183,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24398,33,2,0,2780,0,0,0,19,11,485,1,194,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24399,41,3,0,217,0,0,0,19,11,328,1,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24400,49,1,0,6429,0,0,0,19,11,108,1,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24401,56,1,0,444,1,0,0,19,11,88,1,166,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
24402,51,2,0,2439,0,0,0,19,11,118,1,194,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
24403,36,3,0,536,0,0,0,19,11,520,1,194,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
24404,42,3,0,515,1,0,0,19,11,501,2,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
24405,38,3,0,5432,1,1,0,19,11,408,1,183,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24406,52,2,0,3204,0,0,0,19,11,77,1,194,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
24407,56,3,1,0,0,0,0,19,11,122,1,194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
24408,48,2,0,1175,1,1,0,19,11,62,1,194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
24409,40,2,0,67,0,1,0,19,11,359,2,152,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24410,37,1,0,3574,1,0,0,19,11,178,1,170,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24411,36,3,0,2622,0,0,0,19,11,640,1,127,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24412,50,2,0,2910,0,0,1,19,11,433,1,113,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24413,38,1,0,2240,1,0,0,19,11,551,1,183,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24414,47,1,0,551,1,0,0,19,11,662,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24415,32,3,1,0,0,0,0,19,11,122,2,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
24416,41,2,0,2004,1,0,0,19,11,254,1,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
24417,32,2,0,269,1,0,0,19,11,236,1,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24418,55,2,0,4733,1,0,0,19,11,70,1,174,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
24419,52,1,0,2390,0,1,0,19,11,216,2,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24420,31,2,0,8295,1,0,0,19,11,541,1,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24421,37,2,0,5902,1,0,0,19,11,191,1,180,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
24422,31,3,0,-2,1,0,0,19,11,300,1,194,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24423,53,3,0,2580,1,0,0,19,11,138,5,194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
24424,57,1,0,3495,0,1,0,19,11,362,3,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24425,44,3,0,709,1,0,0,19,11,54,1,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
24426,50,2,0,167,0,1,0,19,11,47,1,133,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24427,35,2,0,0,1,0,0,19,11,644,4,194,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
24428,54,3,0,2272,1,0,1,19,11,88,1,189,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24429,50,3,0,5794,0,0,0,19,11,625,1,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24430,56,2,0,-429,0,1,0,19,11,120,2,119,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24431,56,2,0,0,1,0,1,19,11,154,2,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24432,31,3,0,5238,1,1,0,19,11,156,2,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24433,40,3,0,1759,1,0,0,19,11,87,2,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
24434,48,2,0,4770,1,1,0,19,11,616,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24435,43,1,0,8167,1,0,1,19,11,202,2,184,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24436,52,2,0,6933,0,0,0,19,11,273,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24437,41,1,0,4903,1,0,0,19,11,223,2,194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
24438,40,2,0,1708,1,0,0,19,11,382,2,174,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
24439,32,3,0,913,1,0,0,19,11,278,3,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24440,33,2,0,1762,1,0,0,19,11,146,2,194,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24441,59,3,0,10114,0,0,0,19,11,596,3,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24442,36,2,0,227,0,0,0,19,11,294,2,194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24443,31,3,0,3361,0,0,0,19,11,457,2,194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
24444,34,3,0,1006,1,0,0,19,11,783,3,195,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
24445,56,1,0,7396,1,0,0,19,11,115,2,194,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24446,37,3,0,5340,1,0,0,19,11,101,2,104,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
24447,32,3,0,2515,0,1,0,19,11,223,2,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
24448,53,2,0,2430,1,1,0,19,11,73,2,145,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24449,33,2,0,0,1,1,0,19,11,163,2,194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
